race_id,Track,Driver,Lap Time,Starting Position,finished,aero,Power,grip,reliability,pit time,overtaking,defending,consistency,fuel_mgt,tire_mgt,wet_ability,wet qualifying,win,wet race laps,setup_id,BOOST,pit stops
975,Monaco,Gasly,32.953,7,3,75,84,68,59,2.9,59,47,74,67,90,63,FALSE,Yes,FALSE,3,,
974,Monaco,Vettel,32.623,3,1,75,84,68,59,2.9,68,92,58,79,80,43,FALSE,Yes,FALSE,3,,
974,Monaco,Bottas,32.789,9,3,75,84,68,59,2.9,43,33,95,92,95,41,FALSE,Yes,FALSE,3,,
973,Monaco,Norris,33.172,13,6,75,84,68,59,2.9,63,65,57,87,90,61,FALSE,No,FALSE,3,,
973,Monaco,Kvyat,32.78,6,1,75,84,68,59,2.9,67,81,42,62,87,88,FALSE,No,FALSE,3,,
972,Baku,Hamilton,36.149,15,4,75,84,68,59,2.9,92,54,53,60,70,100,FALSE,Yes,FALSE,3,,
972,Baku,Kvyat,35.553,7,2,75,84,68,59,2.9,67,81,42,62,87,88,FALSE,Yes,FALSE,3,,
971,Singapore,Hamilton,44.32,15,3,75,84,68,59,2.9,92,54,53,60,70,100,FALSE,Yes,FALSE,3,,
971,Singapore,Kvyat,43.689,9,2,75,84,68,59,2.9,67,81,42,62,87,88,FALSE,Yes,FALSE,3,,
970,Baku,Bottas,35.606,8,2,75,84,68,59,2.9,43,33,95,92,95,41,FALSE,,FALSE,3,,
970,Baku,Gasly,36.068,17,4,75,84,68,59,2.9,59,47,74,67,90,63,FALSE,,FALSE,3,,
969,Monaco,Hamilton,33.565,16,3,75,84,68,59,2.9,92,54,53,60,70,100,FALSE,Yes,FALSE,3,,
969,Monaco,Vettel,33.157,11,5,75,84,68,59,2.9,68,92,58,79,80,43,FALSE,Yes,FALSE,3,,
968,Baku,Perez,35.507,7,1,75,84,68,59,2.9,57,64,93,58,95,95,FALSE,Yes,FALSE,3,,
968,Baku,Vettel,35.703,10,3,75,84,68,59,2.9,68,92,58,79,80,43,FALSE,Yes,FALSE,3,,
967,Baku,Grosjean,35.847,12,3,75,84,68,59,2.9,85,65,63,77,90,90,FALSE,Yes,FALSE,3,,
967,Baku,Perez,35.572,7,2,75,84,68,59,2.9,57,64,93,58,95,95,FALSE,Yes,FALSE,3,,
966,Monaco,Raikkonen,33.082,13,10,75,84,68,59,2.9,71,64,90,38,25,45,FALSE,No,FALSE,3,,
966,Monaco,Grosjean,32.895,11,5,75,84,68,59,2.9,85,65,63,77,90,90,FALSE,No,FALSE,3,,
965,Monaco,Leclerc,32.664,3,1,75,84,68,59,2.9,67,70,90,100,64,44,FALSE,Yes,FALSE,3,,
965,Monaco,Raikkonen,33.094,10,4,75,84,68,59,2.9,71,64,90,38,25,45,FALSE,Yes,FALSE,3,,
964,Monaco,Leclerc,32.783,6,3,75,84,68,59,2.9,67,70,90,100,64,44,FALSE,No,FALSE,3,,
964,Monaco,Russell,33.32,15,10,75,84,68,59,2.9,58,75,62,73,75,87,FALSE,No,FALSE,3,,
963,Singapore,Bottas,43.489,10,1,75,84,68,59,2.9,43,33,95,92,95,41,FALSE,Yes,FALSE,3,,
963,Singapore,Russell,43.755,13,3,75,84,68,59,2.9,58,75,62,73,75,87,FALSE,Yes,FALSE,3,,
962,Baku,Sainz,35.649,11,3,75,84,68,59,2.9,100,90,48,96,52,76,FALSE,Yes,FALSE,3,,
962,Baku,Bottas,35.569,7,1,75,84,68,59,2.9,43,33,95,92,95,41,FALSE,Yes,FALSE,3,,
961,Singapore,Norris,45.142,8,3,75,84,68,59,2.9,63,65,57,87,90,61,TRUE,No,FALSE,3,,
961,Singapore,Sainz,43.643,10,4,75,84,68,59,2.9,100,90,48,96,52,76,TRUE,No,FALSE,3,,
960,Monaco,Norris,33.194,12,3,75,84,68,59,2.9,63,65,57,87,90,61,FALSE,Yes,FALSE,3,,
960,Monaco,Ricciardo,32.877,6,2,75,84,68,59,2.9,98,82,42,20,54,83,FALSE,Yes,FALSE,3,,
959,Singapore,Gasly,44.938,12,6,75,84,68,59,2.9,59,47,74,67,90,63,TRUE,No,FALSE,3,,
959,Singapore,Ricciardo,43.639,8,3,75,84,68,59,2.9,98,82,42,20,54,83,TRUE,No,FALSE,3,,
958,Monaco,Gasly,32.972,11,8,75,84,68,59,2.9,59,47,74,67,90,63,FALSE,No,TRUE,3,,
958,Monaco,Kvyat,33.573,20,9,75,84,68,59,2.9,67,81,42,62,87,88,FALSE,No,TRUE,3,,
957,Singapore,Kvyat,43.936,10,3,75,84,68,59,2.9,67,81,42,62,87,88,FALSE,Yes,FALSE,3,,
957,Singapore,Verstappen,44.131,15,5,75,84,68,59,2.9,57,37,39,72,15,66,FALSE,Yes,FALSE,3,,
956,Baku,Kubica,35.909,11,3,75,84,68,59,2.9,90,66,32,36,84,67,FALSE,No,FALSE,3,,
956,Baku,Verstappen,36.922,22,4,75,84,68,59,2.9,57,37,39,72,15,66,FALSE,No,FALSE,3,,
955,Baku,Kubica,36.061,14,3,75,84,68,59,2.9,90,66,32,36,84,67,FALSE,Yes,FALSE,3,,
955,Baku,Giovinazzi,35.527,10,1,75,84,68,59,2.9,90,48,42,66,100,71,FALSE,Yes,FALSE,3,,
954,Baku,Giovinazzi,35.373,5,1,75,84,68,59,2.9,90,48,42,66,100,71,FALSE,No,FALSE,3,,
954,Baku,Hulkenberg,36.187,17,5,75,84,68,59,2.9,64,72,24,12,70,61,FALSE,No,FALSE,3,,
953,Baku,Hulkenberg,36.678,21,4,75,84,68,59,2.9,64,72,24,12,70,61,FALSE,Yes,FALSE,3,,
953,Baku,Albon,36.37,17,1,75,84,68,59,2.9,54,37,45,70,42,67,FALSE,Yes,FALSE,3,,
952,Baku,Stroll,36.639,19,2,75,84,68,59,2.9,67,54,39,62,72,42,FALSE,No,FALSE,3,,
952,Baku,Albon,36.509,18,3,75,84,68,59,2.9,54,37,45,70,42,67,FALSE,No,FALSE,3,,
951,Baku,Leclerc,35.492,6,1,75,84,68,59,2.9,67,70,90,100,64,44,FALSE,Yes,FALSE,3,,
951,Baku,Kubica,35.478,5,2,75,84,68,59,2.9,90,66,32,36,84,67,FALSE,Yes,FALSE,3,,
950,Monaco,Leclerc,32.819,7,3,77,84,68,54,3.6,67,70,90,100,64,44,FALSE,Yes,TRUE,4,,
950,Monaco,Kubica,32.839,8,5,77,84,68,54,3.6,90,66,32,36,84,67,FALSE,Yes,TRUE,4,,
949,Baku,Kubica,36.559,10,4,77,84,68,54,3.6,90,66,32,36,84,67,FALSE,Yes,FALSE,4,,
949,Baku,Leclerc,35.499,7,2,77,84,68,54,3.6,67,70,90,100,64,44,FALSE,Yes,FALSE,4,,
948,Baku,Leclerc,33.563,8,1,77,84,68,54,3.6,67,70,90,100,64,44,FALSE,Yes,FALSE,4,,
948,Baku,Kubica,36.212,17,4,77,84,68,54,3.6,90,66,32,36,84,67,FALSE,Yes,FALSE,4,,
947,Baku,Leclerc,35.43,5,1,77,84,68,54,3.6,67,70,90,100,64,44,FALSE,Yes,FALSE,4,,
947,Baku,Kubica,35.875,11,5,77,84,68,54,3.6,90,66,32,36,84,67,FALSE,Yes,FALSE,4,,
946,Baku,Leclerc,35.457,6,0,77,84,68,54,3.6,67,70,90,100,64,44,FALSE,,FALSE,4,,
946,Baku,Kubica,36.912,20,0,77,84,68,54,3.6,90,66,32,36,84,67,FALSE,,FALSE,4,,
945,Baku,Kubica,36.792,22,0,77,84,68,54,3.6,90,66,32,36,84,67,FALSE,,FALSE,4,,
945,Baku,Leclerc,35.516,9,0,77,84,68,54,3.6,67,70,90,100,64,44,FALSE,,FALSE,4,,
944,Singapore,Kubica,43.703,10,2,77,84,68,54,3.6,90,66,32,36,84,67,FALSE,No,FALSE,4,,
944,Singapore,Hulkenberg,45.646,23,8,77,84,68,54,3.6,64,72,24,12,70,61,FALSE,No,FALSE,4,,
943,Monaco,Kvyat,33.151,10,3,77,84,68,54,3.6,67,81,42,62,87,88,FALSE,Yes,TRUE,4,,
943,Monaco,Raikkonen,33.049,9,4,77,84,68,54,3.6,71,64,90,38,25,45,FALSE,Yes,TRUE,4,,
942,Baku,Raikkonen,35.728,11,0,77,84,68,54,3.6,71,64,90,38,25,45,FALSE,,FALSE,4,,
942,Baku,Kvyat,35.587,7,0,77,84,68,54,3.6,67,81,42,62,87,88,FALSE,,FALSE,4,,
941,Singapore,Kubica,44.036,10,3,77,84,68,54,3.6,90,66,32,36,84,67,FALSE,Yes,TRUE,4,,
941,Singapore,Kvyat,43.805,9,1,77,84,68,54,3.6,67,81,42,62,87,88,FALSE,Yes,TRUE,4,,
940,Baku,Kubica,35.738,11,3,77,84,68,54,3.6,90,66,32,36,84,67,FALSE,No,FALSE,4,,
940,Baku,Hulkenberg,36.032,17,7,77,84,68,54,3.6,64,72,24,12,70,61,FALSE,No,FALSE,4,,
939,Baku,Hulkenberg,37.337,24,8,77,84,68,54,3.6,64,72,24,12,70,61,FALSE,No,FALSE,4,,
939,Baku,Kvyat,36.364,14,2,77,84,68,54,3.6,67,81,42,62,87,88,FALSE,No,FALSE,4,,
938,Monaco,Hulkenberg,34.168,24,16,77,84,68,54,3.6,64,72,24,12,70,61,FALSE,Yes,FALSE,4,,
938,Monaco,Hamilton,33.145,8,2,77,84,68,54,3.6,92,54,53,60,70,100,FALSE,Yes,FALSE,4,,
937,Baku,Kvyat,36.307,18,7,77,84,68,54,3.6,67,81,42,62,87,88,FALSE,No,FALSE,4,,
937,Baku,Hamilton,36.123,14,3,77,84,68,54,3.6,92,54,53,60,70,100,FALSE,No,FALSE,4,,
936,Singapore,Hamilton,43.585,8,2,77,84,68,54,3.6,92,54,53,60,70,100,FALSE,Yes,TRUE,4,,
936,Singapore,Kvyat,44.191,14,5,77,84,68,54,3.6,67,81,42,62,87,88,FALSE,Yes,TRUE,4,,
935,Singapore,Magnussen,44.034,12,5,77,84,68,54,3.6,79,96,36,88,68,79,FALSE,Yes,TRUE,4,,
935,Singapore,Grosjean,43.736,8,3,77,84,68,54,3.6,85,65,63,77,90,90,FALSE,Yes,TRUE,4,,
934,Baku,Magnussen,35.752,8,1,77,84,68,54,3.6,79,96,36,88,68,79,FALSE,Yes,FALSE,4,,
934,Baku,Grosjean,35.996,14,2,77,84,68,54,3.6,85,65,63,77,90,90,FALSE,Yes,FALSE,4,,
933,Monaco,Grosjean,33.119,9,4,77,84,68,54,3.6,85,65,63,77,90,90,FALSE,Yes,FALSE,4,,
933,Monaco,Magnussen,33.018,7,2,77,84,68,54,3.6,79,96,36,88,68,79,FALSE,Yes,FALSE,4,,
932,Monaco,Giovinazzi,33.651,18,7,77,84,68,54,3.6,90,48,42,66,100,71,FALSE,No,TRUE,4,,
932,Monaco,Norris,32.687,5,1,77,84,68,54,3.6,63,65,57,87,90,61,FALSE,No,TRUE,4,,
931,Baku,Giovinazzi,35.493,5,1,77,84,68,54,3.6,90,48,42,66,100,71,FALSE,Yes,FALSE,4,,
931,Baku,Norris,35.894,12,3,77,84,68,54,3.6,63,65,57,87,90,61,FALSE,Yes,FALSE,4,,
930,Singapore,Norris,43.467,6,1,77,84,68,54,3.6,63,65,57,87,90,61,FALSE,Yes,FALSE,4,,
930,Singapore,Giovinazzi,43.769,10,2,77,84,68,54,3.6,90,48,42,66,100,71,FALSE,Yes,FALSE,4,,
929,Singapore,Norris,44.049,12,2,77,84,68,54,3.6,63,65,57,87,90,61,FALSE,Yes,FALSE,4,,
929,Singapore,Giovinazzi,43.819,11,3,77,84,68,54,3.6,90,48,42,66,100,71,FALSE,Yes,FALSE,4,,
928,Singapore,Giovinazzi,44.119,13,2,77,84,68,54,3.6,90,48,42,66,100,71,FALSE,Yes,FALSE,4,,
928,Singapore,Norris,44.122,14,6,77,84,68,54,3.6,63,65,57,87,90,61,FALSE,Yes,FALSE,4,,
927,Baku,Gasly,35.723,9,2,77,84,68,54,3.6,59,47,74,67,90,63,FALSE,Yes,FALSE,4,,
927,Baku,Norris,35.372,4,1,77,84,68,54,3.6,63,65,57,87,90,61,FALSE,Yes,FALSE,4,,
926,Monaco,Gasly,32.905,8,1,77,84,68,54,3.6,59,47,74,67,90,63,FALSE,Yes,FALSE,4,,
926,Monaco,Stroll,33.56,17,6,77,84,68,54,3.6,67,54,39,62,72,42,FALSE,Yes,FALSE,4,,
925,Singapore,Gasly,43.776,10,2,77,84,68,54,3.6,59,47,74,67,90,63,FALSE,Yes,FALSE,4,,
925,Singapore,Stroll,43.986,14,1,77,84,68,54,3.6,67,54,39,62,72,42,FALSE,Yes,FALSE,4,,
924,Monaco,Stroll,33.45,17,13,77,84,68,54,3.6,67,54,39,62,72,42,FALSE,,FALSE,4,,
924,Monaco,Gasly,33.053,10,3,77,84,68,54,3.6,59,47,74,67,90,63,FALSE,,FALSE,4,,
923,Baku,Verstappen,36.907,22,21,77,84,68,54,3.6,57,37,39,72,15,66,FALSE,No,FALSE,4,,
923,Baku,Bottas,35.625,8,2,77,84,68,54,3.6,43,33,95,92,95,41,FALSE,No,FALSE,4,,
922,Singapore,Bottas,43.561,8,1,77,84,68,54,3.6,43,33,95,92,95,41,FALSE,Yes,FALSE,4,,
922,Singapore,Verstappen,44.663,19,3,77,84,68,54,3.6,57,37,39,72,15,66,FALSE,Yes,FALSE,4,,
921,Monaco,Bottas,32.829,6,1,77,84,68,54,3.6,43,33,95,92,95,41,FALSE,No,TRUE,4,,
921,Monaco,Verstappen,33.979,23,9,77,84,68,54,3.6,57,37,39,72,15,66,FALSE,No,TRUE,4,,
920,Monaco,Albon,33.654,16,5,77,84,68,54,3.6,54,37,45,70,42,67,FALSE,Yes,FALSE,4,,
920,Monaco,Vettel,33.135,10,3,77,84,68,54,3.6,68,92,58,79,80,43,FALSE,Yes,FALSE,4,,
919,Baku,Albon,35.884,12,2,77,84,68,54,3.6,54,37,45,70,42,67,FALSE,No,FALSE,4,,
919,Baku,Vettel,36.094,16,5,77,84,68,54,3.6,68,92,58,79,80,43,FALSE,No,FALSE,4,,
918,Singapore,Vettel,45.607,13,1,77,84,68,54,3.6,68,92,58,79,80,43,TRUE,Yes,FALSE,4,,
918,Singapore,Albon,44.256,15,3,77,84,68,54,3.6,54,37,45,70,42,67,TRUE,Yes,FALSE,4,,
917,Singapore,Albon,44.354,15,9,77,84,68,54,3.6,54,37,45,70,42,67,FALSE,Yes,FALSE,4,,
917,Singapore,Vettel,43.716,10,2,77,84,68,54,3.6,68,92,58,79,80,43,FALSE,Yes,FALSE,4,,
916,Monaco,Russell,32.8,6,1,77,84,68,54,3.6,58,75,62,73,75,87,FALSE,No,FALSE,4,,
916,Monaco,Ricciardo,33.847,21,13,77,84,68,54,3.6,98,82,42,20,54,83,FALSE,No,FALSE,4,,
915,Singapore,Ricciardo,44.388,14,6,77,84,68,54,3.6,98,82,42,20,54,83,FALSE,No,FALSE,4,,
915,Singapore,Russell,44.106,13,2,77,84,68,54,3.6,58,75,62,73,75,87,FALSE,No,FALSE,4,,
914,Baku,Ricciardo,36.368,18,5,77,84,68,54,3.6,98,82,42,20,54,83,FALSE,Yes,TRUE,4,,
914,Baku,Russell,36.117,13,1,77,84,68,54,3.6,58,75,62,73,75,87,FALSE,Yes,TRUE,4,,
913,Baku,Russell,36.025,14,2,77,84,68,54,3.6,58,75,62,73,75,87,FALSE,No,FALSE,4,,
913,Baku,Ricciardo,35.957,12,5,77,84,68,54,3.6,98,82,42,20,54,83,FALSE,No,FALSE,4,,
912,Singapore,Russell,43.953,9,3,77,84,68,54,3.6,58,75,62,73,75,87,TRUE,No,FALSE,4,,
912,Singapore,Ricciardo,44.852,13,5,77,84,68,54,3.6,98,82,42,20,54,83,TRUE,No,FALSE,4,,
911,Baku,Russell,36.11,15,1,71,88,63,71,2.84,58,75,62,73,75,87,FALSE,Yes,FALSE,5,,
911,Baku,Ricciardo,36.303,17,3,71,88,63,71,2.84,98,82,42,20,54,83,FALSE,Yes,FALSE,5,,
910,Singapore,Ricciardo,44.765,20,0,71,88,63,71,2.84,98,82,42,20,54,83,FALSE,,FALSE,5,,
910,Singapore,Russell,43.419,4,0,71,88,63,71,2.84,58,75,62,73,75,87,FALSE,,FALSE,5,,
909,Monaco,Russell,33.384,12,5,71,88,63,71,2.84,58,75,62,73,75,87,FALSE,Yes,FALSE,5,,
909,Monaco,Ricciardo,33.056,10,1,71,88,63,71,2.84,98,82,42,20,54,83,FALSE,Yes,FALSE,5,,
908,Singapore,Ricciardo,43.668,7,2,71,88,63,71,2.84,98,82,42,20,54,83,FALSE,Yes,TRUE,5,,
908,Singapore,Russell,44.245,15,5,71,88,63,71,2.84,58,75,62,73,75,87,FALSE,Yes,TRUE,5,,
907,Monaco,Ricciardo,32.989,10,3,71,88,63,71,2.84,98,82,42,20,54,83,FALSE,Yes,FALSE,5,,
907,Monaco,Russell,33.181,13,7,71,88,63,71,2.84,58,75,62,73,75,87,FALSE,Yes,FALSE,5,,
906,Monaco,Russell,33.197,15,9,71,88,63,71,2.84,58,75,62,73,75,87,FALSE,No,FALSE,5,,
906,Monaco,Ricciardo,33.053,12,8,71,88,63,71,2.84,98,82,42,20,54,83,FALSE,No,FALSE,5,,
905,Singapore,Ricciardo,44.653,18,7,71,88,63,71,2.84,98,82,42,20,54,83,FALSE,Yes,TRUE,5,,
905,Singapore,Russell,43.525,7,1,71,88,63,71,2.84,58,75,62,73,75,87,FALSE,Yes,TRUE,5,,
904,Singapore,Russell,43.656,11,2,71,88,63,71,2.84,58,75,62,73,75,87,FALSE,No,TRUE,5,,
904,Singapore,Ricciardo,43.586,9,4,71,88,63,71,2.84,98,82,42,20,54,83,FALSE,No,TRUE,5,,
903,Baku,Magnussen,35.244,3,1,71,88,63,71,2.84,79,96,36,88,68,79,FALSE,Yes,FALSE,5,,
903,Baku,Norris,35.639,8,3,71,88,63,71,2.84,63,65,57,87,90,61,FALSE,Yes,FALSE,5,,
902,Singapore,Norris,43.226,5,2,71,88,63,71,2.84,63,65,57,87,90,61,FALSE,Yes,FALSE,5,,
902,Singapore,Magnussen,43.101,3,1,71,88,63,71,2.84,79,96,36,88,68,79,FALSE,Yes,FALSE,5,,
901,Monaco,Magnussen,32.915,10,1,71,88,63,71,2.84,79,96,36,88,68,79,FALSE,Yes,FALSE,5,,
901,Monaco,Norris,33.265,14,2,71,88,63,71,2.84,63,65,57,87,90,61,FALSE,Yes,FALSE,5,,
900,Singapore,Norris,46.553,13,2,71,88,63,71,2.84,63,65,57,87,90,61,TRUE,Yes,FALSE,5,,
900,Singapore,Magnussen,45.324,9,3,71,88,63,71,2.84,79,96,36,88,68,79,TRUE,Yes,FALSE,5,,
899,Singapore,Hamilton,43.724,11,2,71,88,63,71,2.84,92,54,53,60,70,100,FALSE,Yes,FALSE,5,,
899,Singapore,Kvyat,43.619,9,4,71,88,63,71,2.84,67,81,42,62,87,88,FALSE,Yes,FALSE,5,,
898,Monaco,Kvyat,33.544,17,7,71,88,63,71,2.84,67,81,42,62,87,88,FALSE,Yes,FALSE,5,,
898,Monaco,Hamilton,33.211,14,4,71,88,63,71,2.84,92,54,53,60,70,100,FALSE,Yes,FALSE,5,,
897,Monaco,Hamilton,33.271,14,6,71,88,63,71,2.84,92,54,53,60,70,100,FALSE,No,TRUE,5,,
897,Monaco,Kvyat,32.989,9,3,71,88,63,71,2.84,67,81,42,62,87,88,FALSE,No,TRUE,5,,
896,Baku,Hamilton,35.523,6,1,71,88,63,71,2.84,92,54,53,60,70,100,FALSE,Yes,FALSE,5,,
896,Baku,Kvyat,36.136,16,4,71,88,63,71,2.84,67,81,42,62,87,88,FALSE,Yes,FALSE,5,,
895,Monaco,Hulkenberg,33.286,15,10,71,88,63,71,2.84,64,72,24,12,70,61,FALSE,No,FALSE,5,,
895,Monaco,Kubica,33.76,22,8,71,88,63,71,2.84,90,66,32,36,84,67,FALSE,No,FALSE,5,,
894,Singapore,Kubica,44.816,14,0,71,88,63,71,2.84,90,66,32,36,84,67,FALSE,,FALSE,5,,
894,Singapore,Hulkenberg,45.534,22,0,71,88,63,71,2.84,64,72,24,12,70,61,FALSE,,FALSE,5,,
893,Baku,Hulkenberg,36.25,17,3,71,88,63,71,2.84,64,72,24,12,70,61,FALSE,Yes,FALSE,5,,
893,Baku,Kubica,36.353,18,2,71,88,63,71,2.84,90,66,32,36,84,67,FALSE,Yes,FALSE,5,,
892,Singapore,Hulkenberg,44.5,13,2,71,88,63,71,2.84,64,72,24,12,70,61,FALSE,Yes,FALSE,5,,
892,Singapore,Kubica,43.942,9,5,71,88,63,71,2.84,90,66,32,36,84,67,FALSE,Yes,FALSE,5,,
891,Baku,Hulkenberg,36.309,16,3,71,88,63,71,2.84,64,72,24,12,70,61,FALSE,No,FALSE,5,,
891,Baku,Kubica,36.867,23,6,71,88,63,71,2.84,90,66,32,36,84,67,FALSE,No,FALSE,5,,
890,Baku,Hulkenberg,36.02,12,3,71,88,63,71,2.84,64,72,24,12,70,61,FALSE,No,FALSE,5,,
890,Baku,Kubica,36.858,22,6,71,88,63,71,2.84,90,66,32,36,84,67,FALSE,No,FALSE,5,,
889,Monaco,Grosjean,32.914,11,3,71,88,63,71,2.84,85,65,63,77,90,90,FALSE,Yes,FALSE,5,,
889,Monaco,Giovinazzi,32.614,3,1,71,88,63,71,2.84,90,48,42,66,100,71,FALSE,Yes,FALSE,5,,
888,Baku,Grosjean,35.526,4,0,71,88,63,71,2.84,85,65,63,77,90,90,FALSE,,FALSE,5,,
888,Baku,Giovinazzi,35.588,7,0,71,88,63,71,2.84,90,48,42,66,100,71,FALSE,,FALSE,5,,
887,Singapore,Grosjean,43.309,5,0,71,88,63,71,2.84,85,65,63,77,90,90,FALSE,,FALSE,5,,
887,Singapore,Giovinazzi,43.982,13,0,71,88,63,71,2.84,90,48,42,66,100,71,FALSE,,FALSE,5,,
886,Singapore,Grosjean,44.615,4,1,71,88,63,71,2.84,85,65,63,77,90,90,TRUE,Yes,FALSE,5,,
886,Singapore,Giovinazzi,44.129,6,2,71,88,63,71,2.84,90,48,42,66,100,71,TRUE,Yes,FALSE,5,,
885,Singapore,Giovinazzi,44.329,15,1,71,88,63,71,2.84,90,48,42,66,100,71,FALSE,Yes,FALSE,5,,
885,Singapore,Grosjean,43.388,4,2,71,88,63,71,2.84,85,65,63,77,90,90,FALSE,Yes,FALSE,5,,
884,Baku,Giovinazzi,36.333,17,2,71,88,63,71,2.84,90,48,42,66,100,71,FALSE,Yes,FALSE,5,,
884,Baku,Grosjean,35.956,12,3,71,88,63,71,2.84,85,65,63,77,90,90,FALSE,Yes,FALSE,5,,
883,Baku,Giovinazzi,36.53,18,3,71,88,63,71,2.84,90,48,42,66,100,71,FALSE,Yes,FALSE,5,,
883,Baku,Grosjean,35.605,8,1,71,88,63,71,2.84,85,65,63,77,90,90,FALSE,Yes,FALSE,5,,
882,Baku,Grosjean,36.012,13,2,71,88,63,71,2.84,85,65,63,77,90,90,FALSE,Yes,FALSE,5,,
882,Baku,Giovinazzi,36.171,17,5,71,88,63,71,2.84,90,48,42,66,100,71,FALSE,Yes,FALSE,5,,
881,Singapore,Giovinazzi,43.937,12,2,71,88,63,71,2.84,90,48,42,66,100,71,FALSE,,FALSE,5,,
881,Singapore,Grosjean,43.945,13,1,71,88,63,71,2.84,85,65,63,77,90,90,FALSE,,FALSE,5,,
880,Singapore,Giovinazzi,44.037,13,3,71,88,63,71,2.84,90,48,42,66,100,71,FALSE,Yes,TRUE,5,,
880,Singapore,Grosjean,43.632,9,1,71,88,63,71,2.84,85,65,63,77,90,90,FALSE,Yes,TRUE,5,,
879,Singapore,Gasly,43.569,10,4,71,88,63,71,2.84,59,47,74,67,90,63,FALSE,No,TRUE,5,,
879,Singapore,Bottas,43.428,7,2,71,88,63,71,2.84,43,33,95,92,95,41,FALSE,No,TRUE,5,,
878,Baku,Bottas,35.491,6,1,71,88,63,71,2.84,43,33,95,92,95,41,FALSE,Yes,FALSE,5,,
878,Baku,Gasly,35.649,9,2,71,88,63,71,2.84,59,47,74,67,90,63,FALSE,Yes,FALSE,5,,
877,Monaco,Bottas,32.762,6,1,71,88,63,71,2.84,43,33,95,92,95,41,FALSE,Yes,FALSE,5,,
877,Monaco,Gasly,33.136,11,2,71,88,63,71,2.84,59,47,74,67,90,63,FALSE,Yes,FALSE,5,,
876,Monaco,Bottas,32.84,7,3,71,88,63,71,2.84,43,33,95,92,95,41,FALSE,Yes,FALSE,5,,
876,Monaco,Gasly,32.972,10,2,71,88,63,71,2.84,59,47,74,67,90,63,FALSE,Yes,FALSE,5,,
875,Monaco,Vettel,32.701,6,2,71,88,63,71,2.84,68,92,58,79,80,43,FALSE,No,FALSE,5,,
875,Monaco,Verstappen,33.245,16,8,71,88,63,71,2.84,57,37,39,72,15,66,FALSE,No,FALSE,5,,
874,Singapore,Verstappen,44.222,15,8,71,88,63,71,2.84,57,37,39,72,15,66,FALSE,No,FALSE,5,,
874,Singapore,Vettel,43.764,9,3,71,88,63,71,2.84,68,92,58,79,80,43,FALSE,No,FALSE,5,,
873,Baku,Vettel,35.553,6,2,71,88,63,71,2.84,68,92,58,79,80,43,FALSE,No,FALSE,5,,
872,Baku,Verstappen,36.999,5,3,71,88,63,71,2.84,57,37,39,72,15,66,FALSE,No,FALSE,5,,
872,Baku,Vettel,35.632,16,5,71,88,63,71,2.84,68,92,58,79,80,43,FALSE,No,FALSE,5,,
871,Singapore,Verstappen,44.628,16,4,71,88,63,71,2.84,57,37,39,72,15,66,FALSE,No,FALSE,5,,
871,Singapore,Vettel,43.841,12,7,71,88,63,71,2.84,68,92,58,79,80,43,FALSE,No,FALSE,5,,
870,Monaco,Stroll,33.586,15,2,73,88,63,66,3.54,67,54,39,62,72,42,FALSE,Yes,FALSE,6,,
870,Monaco,Vettel,32.557,1,1,73,88,63,66,3.54,68,92,58,79,80,43,FALSE,Yes,FALSE,6,,
869,Baku,Vettel,35.417,5,1,73,88,63,66,3.54,68,92,58,79,80,43,FALSE,Yes,FALSE,6,,
868,Baku,Vettel,35.272,3,1,73,88,63,66,3.54,68,92,58,79,80,43,FALSE,Yes,FALSE,6,,
868,Baku,Stroll,36.536,17,2,73,88,63,66,3.54,67,54,39,62,72,42,FALSE,Yes,FALSE,6,,
867,Baku,Stroll,36.788,21,5,73,88,63,66,3.54,67,54,39,62,72,42,TRUE,Yes,TRUE,6,,
867,Baku,Vettel,35.407,5,1,73,88,63,66,3.54,68,92,58,79,80,43,TRUE,Yes,TRUE,6,,
866,Baku,Verstappen,36.895,20,6,73,88,63,66,3.54,57,37,39,72,15,66,FALSE,No,FALSE,6,,
866,Baku,Vettel,35.934,11,3,73,88,63,66,3.54,68,92,58,79,80,43,FALSE,No,FALSE,6,,
865,Singapore,Vettel,43.484,6,1,73,88,63,66,3.54,68,92,58,79,80,43,FALSE,Yes,FALSE,6,,
865,Singapore,Verstappen,44.318,17,5,73,88,63,66,3.54,57,37,39,72,15,66,FALSE,Yes,FALSE,6,,
864,Monaco,Vettel,33.368,16,3,73,88,63,66,3.54,68,92,58,79,80,43,FALSE,Yes,FALSE,6,,
864,Monaco,Verstappen,33.331,15,11,73,88,63,66,3.54,57,37,39,72,15,66,FALSE,Yes,FALSE,6,,
863,Monaco,Verstappen,34.134,23,15,73,88,63,66,3.54,57,37,39,72,15,66,FALSE,No,FALSE,6,,
863,Monaco,Vettel,32.613,4,2,73,88,63,66,3.54,68,92,58,79,80,43,FALSE,No,FALSE,6,,
862,Singapore,Verstappen,44.739,22,8,73,88,63,66,3.54,57,37,39,72,15,66,FALSE,No,FALSE,6,,
862,Singapore,Vettel,43.522,10,3,73,88,63,66,3.54,68,92,58,79,80,43,FALSE,No,FALSE,6,,
861,Monaco,Verstappen,33.168,14,8,73,88,63,66,3.54,57,37,39,72,15,66,FALSE,No,FALSE,6,,
